,User_ID,Active
57,ID_ZIJSUBEU,0.0
58,ID_ZI7TNPDV,0.0
59,ID_ZI051YF4,0.0
60,ID_ZHHXMAJC,0.0
61,ID_ZHE8HVHJ,0.0
62,ID_ZH9T360I,0.0
63,ID_ZH6MC1FD,0.0
64,ID_ZH1JF79D,0.0
65,ID_ZGQNHU0D,0.0
66,ID_ZGQHE71O,1.0
67,ID_ZGBP9WQS,1.0
68,ID_ZG1170EM,1.0
69,ID_ZG0A71OZ,0.0
70,ID_ZFYHL4ZV,0.0
71,ID_ZFTPQNZ2,0.0
72,ID_ZFAIUV2N,0.0
73,ID_ZFAEH8BC,0.0
74,ID_ZE5R59M7,0.0
75,ID_ZE1B2JEO,0.0
76,ID_ZDZPV8GW,0.0
77,ID_ZDIT1U7V,0.0
78,ID_ZCY2X5GW,0.0
79,ID_ZCXBF5HQ,0.0
80,ID_ZCWAT0E8,0.0
81,ID_ZCJGYM97,0.0
82,ID_ZCBGJ1RG,0.0
83,ID_ZBUIZO0A,0.0
84,ID_ZBNYT2TV,0.0
85,ID_ZBIS8TDG,0.0
86,ID_ZBFZ8HXG,0.0
87,ID_ZAT5R5E2,1.0
88,ID_ZA8I4AIJ,0.0
89,ID_ZA6VAQG4,0.0
90,ID_Z9ZVI2EH,0.0
91,ID_Z9G4ZIF9,0.0
92,ID_Z948HG64,0.0
93,ID_Z92XN0ZE,0.0
94,ID_Z8UKKAKT,0.0
95,ID_Z8QQCNFD,1.0
96,ID_Z8EUTYO5,0.0
97,ID_Z7ZAMV3P,0.0
98,ID_Z7URT7OD,0.0
99,ID_Z7RMSY7C,0.0
100,ID_Z76PT4R9,0.0
101,ID_Z6UHO4IH,0.0
102,ID_Z6GKSYXA,0.0
103,ID_Z686I50P,0.0
104,ID_Z60YMASO,0.0
105,ID_Z5Q58ZGP,1.0
106,ID_Z5PR3F8F,0.0
107,ID_Z5IU7AXG,0.0
108,ID_Z5FSFZDT,0.0
109,ID_Z52IMRLW,0.0
110,ID_Z4ZO88YQ,0.0
111,ID_Z4O7JU9C,0.0
112,ID_Z4DKYBSQ,0.0
113,ID_Z4CLF8LU,0.0
114,ID_Z47F35S8,0.0
115,ID_Z40TKBP6,0.0
116,ID_Z3ZFZR5O,0.0
117,ID_Z3QTHY1Q,0.0
118,ID_Z3BXV5FF,0.0
119,ID_Z33XCY3Z,1.0
120,ID_Z33E8XHV,0.0
121,ID_Z2VHWNCW,0.0
122,ID_Z2V6KAQH,0.0
123,ID_Z2JV2TVX,0.0
124,ID_Z2HRHH2M,1.0
125,ID_Z1STAG1A,0.0
126,ID_Z12GDAHG,0.0
127,ID_Z11WA42Q,0.0
128,ID_Z0QT6244,1.0
129,ID_Z0GLL7N0,0.0
130,ID_YZWELQKC,0.0
131,ID_YZUX58XO,0.0
132,ID_YZS4QW3J,0.0
133,ID_YZ68ETWH,0.0
134,ID_YZ03MGYF,0.0
135,ID_YYW4H0NY,0.0
136,ID_YY5RGL2O,0.0
137,ID_YXVE6O9J,0.0
138,ID_YXOCUCGD,0.0
139,ID_YXFGF1TU,0.0
140,ID_YWWREGGZ,0.0
141,ID_YWURKREW,0.0
142,ID_YWRFZICE,1.0
143,ID_YWQGOU7C,0.0
144,ID_YWKI0UYY,0.0
145,ID_YWAXPEGQ,0.0
146,ID_YVRQ23PU,0.0
147,ID_YVGPS54D,1.0
148,ID_YV9383T4,0.0
149,ID_YV7QOWMU,0.0
150,ID_YV31EQS6,0.0
151,ID_YV0O97X5,0.0
152,ID_YUTK1FMO,0.0
153,ID_YUT5XILR,0.0
154,ID_YUC7PJYV,1.0
155,ID_YU9N7CL7,1.0
156,ID_YTYO6YR1,0.0
157,ID_YTSJQK0U,0.0
158,ID_YT7CHHIY,0.0
159,ID_YT3P01VL,0.0
160,ID_YSO8AQL5,0.0
161,ID_YSH5AAJZ,0.0
162,ID_YSF8QETW,0.0
163,ID_YQ0R4BLJ,0.0
164,ID_YPSWWL7J,0.0
165,ID_YPBWCP31,0.0
166,ID_YP7T5MTY,0.0
167,ID_YOYAWD3J,1.0
168,ID_YOPJWH2N,0.0
169,ID_YOMHDHD7,0.0
170,ID_YOA6V4GB,0.0
171,ID_YNYIEUUG,0.0
172,ID_YNITF2TQ,0.0
173,ID_YNIJQOUV,0.0
174,ID_YNDDGYJM,0.0
175,ID_YMW95APY,1.0
176,ID_YMTBZU0T,0.0
177,ID_YMMSHAJY,0.0
178,ID_YMH77Y9Y,0.0
179,ID_YM725L27,0.0
180,ID_YM5WW1J5,0.0
181,ID_YLQMWQZE,1.0
182,ID_YKUNI6Z3,0.0
183,ID_YKMC66T8,0.0
184,ID_YKM2SOQC,1.0
185,ID_YK6BNMZ0,1.0
186,ID_YJWKBTVE,1.0
187,ID_YJQDZ67V,0.0
188,ID_YJLZ41Y3,1.0
189,ID_YJKHGLOA,0.0
190,ID_YJB0KN14,0.0
191,ID_YITFPJTF,0.0
192,ID_YIH8YAQJ,0.0
193,ID_YIAHALUS,0.0
194,ID_YI5RID20,0.0
195,ID_YI5DSNEQ,0.0
196,ID_YHUS2J7S,0.0
197,ID_YHTSWRUG,0.0
198,ID_YHQEMN8S,0.0
199,ID_YHMZFVIO,0.0
200,ID_YHFH8WB1,0.0
201,ID_YG7GGLEX,0.0
202,ID_YFOZV3R2,0.0
203,ID_YFHVGQVC,0.0
204,ID_YFBVZAW0,0.0
205,ID_YEZY3ABB,0.0
206,ID_YEQURDQY,0.0
207,ID_YE6DJLQ0,0.0
208,ID_YDZJY7C7,1.0
209,ID_YDXE63IR,0.0
210,ID_YDWRFFA8,0.0
211,ID_YDLCJQU3,0.0
212,ID_YDEJ38EW,0.0
213,ID_YD0XMJ1F,0.0
214,ID_YCNQS7TC,0.0
215,ID_YCJJ4XL2,0.0
216,ID_YCIFFCJA,0.0
217,ID_YBXMZ58H,0.0
218,ID_YBS7ME56,0.0
219,ID_YBPCWJV1,0.0
220,ID_YBP0VUYC,0.0
221,ID_YBGT9LCA,0.0
222,ID_YBE28J8S,1.0
223,ID_YAP5XJ5B,0.0
224,ID_YALMQYWU,0.0
225,ID_YALLB84L,0.0
226,ID_YAL1T1TZ,0.0
227,ID_YAIQVK3Q,0.0
228,ID_YAA9VHTJ,0.0
229,ID_YA2CDJ21,0.0
230,ID_Y9VJW8V8,1.0
231,ID_Y9UUIM7Z,1.0
232,ID_Y8XNHDP8,1.0
233,ID_Y7VANX6R,0.0
234,ID_Y7D1QSUN,0.0
235,ID_Y7BQ6PQ0,0.0
236,ID_Y752XQPX,0.0
237,ID_Y6RLUAL1,0.0
238,ID_Y691G39Z,0.0
239,ID_Y658PP2N,0.0
240,ID_Y5GI6D2S,0.0
241,ID_Y5D6LTDR,1.0
242,ID_Y530DYMO,0.0
243,ID_Y52KXSFF,0.0
244,ID_Y4Z60EMH,0.0
245,ID_Y4K7S4ST,0.0
246,ID_Y45352AN,0.0
247,ID_Y3VIU2SM,0.0
248,ID_Y3UVJBMY,1.0
249,ID_Y3T17TIH,1.0
250,ID_Y3CICHKQ,1.0
251,ID_Y34RWSVQ,1.0
252,ID_Y2Z5TJZ6,1.0
253,ID_Y2FFNYBN,0.0
254,ID_Y20V1B15,0.0
255,ID_Y1T80BG2,0.0
256,ID_Y1P7PS28,0.0
257,ID_Y1AH1EWZ,0.0
258,ID_Y19GV6JG,1.0
259,ID_Y0JQGSS4,1.0
260,ID_Y0HRP2XD,0.0
261,ID_Y051CF8E,0.0
262,ID_XZYXGAN6,0.0
263,ID_XZXW2G0P,0.0
264,ID_XZX2LJGP,0.0
265,ID_XZWLWSFW,0.0
266,ID_XZHD61M4,0.0
267,ID_XXQ6F7R1,1.0
268,ID_XXC3W63S,0.0
269,ID_XX2BSV9X,0.0
270,ID_XWE4540O,0.0
271,ID_XVRE1I01,0.0
272,ID_XVN2TM2C,0.0
273,ID_XVFHO74F,0.0
274,ID_XV9KVCSI,0.0
275,ID_XV60GMG3,0.0
276,ID_XUUMKG0S,0.0
277,ID_XUNI4ZY8,0.0
278,ID_XU8191ZC,0.0
279,ID_XU5NB5Q9,0.0
280,ID_XU39Q62W,0.0
281,ID_XU1AG6SM,0.0
282,ID_XTZUCEHB,0.0
283,ID_XTTC4HIR,1.0
284,ID_XTOA6CCS,0.0
285,ID_XTO2Y8R8,0.0
286,ID_XTFXUQVS,0.0
287,ID_XSPA7ERH,0.0
288,ID_XS5ERZCK,0.0
289,ID_XRR3G18H,0.0
290,ID_XR57AVA7,0.0
291,ID_XR2R4ICO,1.0
292,ID_XQQT6M1A,0.0
293,ID_XQNKEOS6,1.0
294,ID_XQD9Z93L,0.0
295,ID_XP9L9EFS,0.0
296,ID_XP6GEQXG,0.0
297,ID_XOYH3X2R,0.0
298,ID_XOPYYNP0,1.0
299,ID_XOIZBHQV,0.0
300,ID_XOBUC3DP,0.0
301,ID_XOAZI73R,0.0
302,ID_XNTS4EMU,1.0
303,ID_XNONFEEX,0.0
304,ID_XNO8KIRU,0.0
305,ID_XMKET1GC,0.0
306,ID_XMHY8R5T,0.0
307,ID_XME1T340,1.0
308,ID_XM2NNIST,0.0
309,ID_XLZ76OHE,0.0
310,ID_XLYI7TI0,0.0
311,ID_XLR9FFVT,1.0
312,ID_XLPVVWLB,0.0
313,ID_XLN4V08M,0.0
314,ID_XLIT6X8F,0.0
315,ID_XLHVZY9X,0.0
316,ID_XLDLB2S3,0.0
317,ID_XL7ZRXCV,0.0
318,ID_XL5GJ4N8,0.0
319,ID_XKYA7P44,0.0
320,ID_XKVAIQ15,0.0
321,ID_XKTEMZY2,0.0
322,ID_XK55SOPD,0.0
323,ID_XJZ1XRWW,1.0
324,ID_XJCNDSBC,1.0
325,ID_XJAZFDZM,0.0
326,ID_XICHYIPJ,0.0
327,ID_XHX0I3DA,0.0
328,ID_XHLL94UD,0.0
329,ID_XH77SL4I,1.0
330,ID_XH6BU7BL,1.0
331,ID_XH318AOD,0.0
332,ID_XGXZU1RD,0.0
333,ID_XGVSOW8S,0.0
334,ID_XGP4TKS9,0.0
335,ID_XGHXQEAD,0.0
336,ID_XFZU69KN,0.0
337,ID_XFY76B6B,0.0
338,ID_XFNWMR7F,1.0
339,ID_XFNK0GEQ,0.0
340,ID_XF7BM7YR,0.0
341,ID_XES4XRTE,0.0
342,ID_XEJJP571,0.0
343,ID_XEERPC2N,0.0
344,ID_XDQC9J4I,1.0
345,ID_XDOK0UKN,0.0
346,ID_XDMPJIMK,0.0
347,ID_XDHRZOO5,0.0
348,ID_XD1NQ1FN,0.0
349,ID_XCVRK50Z,0.0
350,ID_XC73E0WV,1.0
351,ID_XBG8ACEE,0.0
352,ID_XBFZW71M,0.0
353,ID_XB4GSJ6Z,1.0
354,ID_XB2LQ1U7,0.0
355,ID_XAXET461,1.0
356,ID_XAM02R4D,0.0
357,ID_XALCHGWL,1.0
358,ID_XAJWVG7D,0.0
359,ID_XACI3RBU,1.0
360,ID_XABPFUPQ,0.0
361,ID_XA73ORJK,0.0
362,ID_X9DOK64M,0.0
363,ID_X94XI3ZZ,1.0
364,ID_X8DF01ZP,0.0
365,ID_X8B5T7CJ,0.0
366,ID_X87L24GZ,1.0
367,ID_X85B5UJE,1.0
368,ID_X7VYYB1Q,0.0
369,ID_X7NNOHKP,1.0
370,ID_X6RQPRF9,0.0
371,ID_X6MP8E54,0.0
372,ID_X6HVDGAF,0.0
373,ID_X68VQ4Q0,0.0
374,ID_X5HPIZPB,0.0
375,ID_X5F5JJVW,1.0
376,ID_X5CXWU1W,0.0
377,ID_X59D3MAV,0.0
378,ID_X55ZWBMO,0.0
379,ID_X51A454O,0.0
380,ID_X4BPCH1N,0.0
381,ID_X455IRH1,0.0
382,ID_X3VHI5XW,0.0
383,ID_X3PIHCSL,0.0
384,ID_X3LTO0OX,0.0
385,ID_X33P9L6V,0.0
386,ID_X2NRD1W3,0.0
387,ID_X2AQ9ULE,0.0
388,ID_X229UDMW,0.0
389,ID_X1IS7LQY,0.0
390,ID_X1IG9CU4,0.0
391,ID_X0YYAI5J,1.0
392,ID_X0OTWKCJ,1.0
393,ID_X06JXW3L,0.0
394,ID_X046K9ZF,1.0
395,ID_X025C5NA,0.0
396,ID_WZHAIOOR,1.0
397,ID_WZCG3HCV,0.0
398,ID_WZ7ZXV95,0.0
399,ID_WZ6WNU2T,1.0
400,ID_WZ6FMSSH,0.0
401,ID_WZ0MPM4S,0.0
402,ID_WYRQHB98,0.0
403,ID_WYBIQ6O5,1.0
404,ID_WYAW5IDU,0.0
405,ID_WY1P5FCT,0.0
406,ID_WY1H3LX3,0.0
407,ID_WX6PSIN0,0.0
408,ID_WX01SPKH,1.0
409,ID_WWZ1WDZE,1.0
410,ID_WWPNAPOC,0.0
411,ID_WWL6Y4FZ,0.0
412,ID_WW2LWBL2,1.0
413,ID_WVZMCUWD,0.0
414,ID_WVJYUAAE,0.0
415,ID_WVGPDGNN,1.0
416,ID_WV3HIL1U,0.0
417,ID_WUZHLY9O,0.0
418,ID_WUAUNDGI,0.0
419,ID_WU8YZ3SM,0.0
420,ID_WU6Q6MPU,0.0
421,ID_WU5UBCW0,0.0
422,ID_WTZ1RRAJ,1.0
423,ID_WTTFBU6K,0.0
424,ID_WTJM3N71,0.0
425,ID_WTBEAJMF,0.0
426,ID_WT6JB4TM,1.0
427,ID_WT55KC12,0.0
428,ID_WT0GB81W,0.0
429,ID_WSWCI1RP,0.0
430,ID_WSGUNI9T,0.0
431,ID_WS7VCMWV,0.0
432,ID_WRJKB303,0.0
433,ID_WRIMHVVE,0.0
434,ID_WRAAVMJY,1.0
435,ID_WR610TLG,0.0
436,ID_WR0YFWHN,1.0
437,ID_WQBWVDOB,0.0
438,ID_WQ4HM4CR,0.0
439,ID_WPJMZEFG,0.0
440,ID_WPH0UGSC,1.0
441,ID_WPGYRBHD,0.0
442,ID_WP4QRQAR,1.0
443,ID_WP44M49E,0.0
444,ID_WORHNFC1,0.0
445,ID_WOJBZZVI,0.0
446,ID_WOEGE9FX,0.0
447,ID_WOAYLMVC,0.0
448,ID_WO413KN4,1.0
449,ID_WNV23C3S,0.0
450,ID_WNEHB5JW,0.0
451,ID_WNBSTXFN,0.0
452,ID_WMUKEQ64,0.0
453,ID_WMLEQSOL,0.0
454,ID_WLIHDAZK,0.0
455,ID_WLGKWKY6,1.0
456,ID_WKI2O2W9,0.0
457,ID_WKEOA653,0.0
458,ID_WK1YAOK4,0.0
459,ID_WK1LX6QE,0.0
460,ID_WJZ31GIS,1.0
461,ID_WJWPKOAO,0.0
462,ID_WJOTXUOP,0.0
463,ID_WJ62GEHD,0.0
464,ID_WJ37SMUT,1.0
465,ID_WIZRPMHF,0.0
466,ID_WIVKARIT,1.0
467,ID_WIMV6EUW,1.0
468,ID_WII79P3G,0.0
469,ID_WIHO0Y54,0.0
470,ID_WICWYMQZ,0.0
471,ID_WIB9CA5Y,1.0
472,ID_WI7YAU0U,0.0
473,ID_WI7O4Z89,1.0
474,ID_WGVZ4AY8,1.0
475,ID_WGBB3OGY,0.0
476,ID_WFTE2CP0,0.0
477,ID_WFQVNVKA,0.0
478,ID_WFOND8QX,0.0
479,ID_WFODQFLX,1.0
480,ID_WFLMHYQO,0.0
481,ID_WFKXR8ZP,0.0
482,ID_WFK5UFL0,0.0
483,ID_WFJEMKNP,0.0
484,ID_WF1QLGFO,0.0
485,ID_WEXF33RP,0.0
486,ID_WEV6WNR3,0.0
487,ID_WEROR2K9,0.0
488,ID_WEPZVNBT,0.0
489,ID_WEAE1LIZ,0.0
490,ID_WE91SBU5,0.0
491,ID_WDVYE4AJ,0.0
492,ID_WDLBZJIZ,1.0
493,ID_WD5CG8YN,0.0
494,ID_WD4CGN3A,0.0
495,ID_WD27RD07,0.0
496,ID_WCLKM61W,0.0
497,ID_WCG4G725,1.0
498,ID_WCDBGB2M,0.0
499,ID_WC95X71Z,1.0
500,ID_WBZ6GK1M,0.0
501,ID_WBV0PKZZ,0.0
502,ID_WBRDXHD4,0.0
503,ID_WA5H8YX8,0.0
504,ID_W9YI22UU,0.0
505,ID_W9D9ALTR,0.0
506,ID_W9C72G00,1.0
507,ID_W942LN7F,1.0
508,ID_W8R4QFBE,1.0
509,ID_W8HX54BA,1.0
510,ID_W7Q473A6,0.0
511,ID_W7KUJOSA,1.0
512,ID_W6QFJ2MP,0.0
513,ID_W6JCKQ8J,0.0
514,ID_W6IJ9OUO,0.0
515,ID_W6BEOQ5D,0.0
516,ID_W61F3FK2,0.0
517,ID_W5WPAU05,0.0
518,ID_W5RRASTQ,0.0
519,ID_W5RCL14T,0.0
520,ID_W525GEFU,1.0
521,ID_W4YBE5SF,1.0
522,ID_W4DC91D6,0.0
523,ID_W2RMNWO4,0.0
524,ID_W2EPR9ED,0.0
525,ID_W2DH3TST,1.0
526,ID_W28YK1UB,0.0
527,ID_W23SORHW,0.0
528,ID_W221P4H4,0.0
529,ID_W20LUVU0,0.0
530,ID_W1TV1D3L,0.0
531,ID_W1K761YX,1.0
532,ID_W12LC7MK,1.0
533,ID_W0QJSQKL,0.0
534,ID_W0I9NBRG,0.0
535,ID_W0HNYY9I,0.0
536,ID_W0BOL5ZC,0.0
537,ID_W0270G5S,1.0
538,ID_W015GFMG,0.0
539,ID_VZYF104O,0.0
540,ID_VZX2C2FB,0.0
541,ID_VZWT383O,0.0
542,ID_VZKRGLQW,0.0
543,ID_VZIE7ANY,0.0
544,ID_VZ70QS4N,0.0
545,ID_VYUF3HRR,1.0
546,ID_VYTKY4RY,0.0
547,ID_VYPILJKH,1.0
548,ID_VYNC1S1L,1.0
549,ID_VYK758RG,0.0
550,ID_VYJ9R8NA,0.0
551,ID_VYI17Z8E,0.0
552,ID_VYGRYANB,0.0
553,ID_VYGHSE03,0.0
554,ID_VYFZMA7I,0.0
555,ID_VYFE6R8C,0.0
556,ID_VYB2NTM8,0.0
557,ID_VXQJU1WU,0.0
558,ID_VXNVM8JJ,0.0
559,ID_VXL7Q9U6,0.0
560,ID_VX7CE7FV,0.0
561,ID_VX6YBDXZ,0.0
562,ID_VWTEI67O,0.0
563,ID_VWG1JFZ5,0.0
564,ID_VVH2IODO,1.0
565,ID_VV6XXT9Y,0.0
566,ID_VUWBF5ND,0.0
567,ID_VUMXNLTG,1.0
568,ID_VULPUFUJ,0.0
569,ID_VUHEJ22E,0.0
570,ID_VUD61D2B,1.0
571,ID_VTML8NA6,0.0
572,ID_VTMKMDCQ,1.0
573,ID_VTMCNB7X,0.0
574,ID_VTM35DPD,0.0
575,ID_VTFM2J4U,0.0
576,ID_VT8SLDKD,0.0
577,ID_VSPM4I2L,0.0
578,ID_VSILPK0B,0.0
579,ID_VRR9OEB1,1.0
580,ID_VRKBY1BY,0.0
581,ID_VRJ09L5J,0.0
582,ID_VR867T06,0.0
583,ID_VR4FYYDK,1.0
584,ID_VQBAF2PG,1.0
585,ID_VQ4944E2,0.0
586,ID_VQ3NAFQR,0.0
587,ID_VPMRX2TI,1.0
588,ID_VP0KPIW5,0.0
589,ID_VOZZV0EA,0.0
590,ID_VOYGIPZ3,0.0
591,ID_VOTFXGUM,0.0
592,ID_VOJFIQEF,0.0
593,ID_VOF16TWY,0.0
594,ID_VO8FE9GQ,0.0
595,ID_VNS4UVD7,0.0
596,ID_VNBIHDB6,0.0
597,ID_VN8GGNED,1.0
598,ID_VN7N4O5E,0.0
599,ID_VMWH3LHX,0.0
600,ID_VM7NGIM7,1.0
601,ID_VM52XFAA,0.0
602,ID_VM4X09IV,0.0
603,ID_VLFCVLCI,0.0
604,ID_VL7WZG0T,0.0
605,ID_VL4ED6U8,0.0
606,ID_VKZU7297,1.0
607,ID_VKKIF4QB,0.0
608,ID_VJXOR71E,0.0
609,ID_VJVD4PWC,0.0
610,ID_VJFFS5UH,0.0
611,ID_VJ5EABE7,0.0
612,ID_VIZUEORV,0.0
613,ID_VIPYX9UD,0.0
614,ID_VIGGN0CC,0.0
615,ID_VI0RCZ6Y,0.0
616,ID_VHUKI595,1.0
617,ID_VHKMHN5V,1.0
618,ID_VHJVGQKD,0.0
619,ID_VHJO46DH,0.0
620,ID_VHH672A4,0.0
621,ID_VGN04E8M,0.0
622,ID_VGMM0EYL,0.0
623,ID_VGBYOVZH,0.0
624,ID_VFRYP355,0.0
625,ID_VFFRN6BY,0.0
626,ID_VF9G3ML6,1.0
627,ID_VF2HY7VC,0.0
628,ID_VELOVC8A,0.0
629,ID_VEK9YAAD,1.0
630,ID_VEGZUQDJ,0.0
631,ID_VE646SGZ,0.0
632,ID_VDIKD5LD,0.0
633,ID_VDGGTLLY,0.0
634,ID_VD5N4AX3,0.0
635,ID_VCYH27K1,0.0
636,ID_VCOO7AGY,0.0
637,ID_VC3BT8V2,0.0
638,ID_VBX5L6RJ,0.0
639,ID_VBK5XYC3,0.0
640,ID_VB8RG9YU,0.0
641,ID_VAYMMOBR,0.0
642,ID_VAJW4O74,0.0
643,ID_V9UFFBGV,0.0
644,ID_V9JH367L,0.0
645,ID_V9FXEME2,1.0
646,ID_V9837GDT,0.0
647,ID_V908PL8F,0.0
648,ID_V8XJOSQ3,1.0
649,ID_V8QUT0HA,0.0
650,ID_V8KY7R4N,0.0
651,ID_V8DNFAEB,0.0
652,ID_V8C200HK,0.0
653,ID_V89PJSJG,0.0
654,ID_V88RE0OE,0.0
655,ID_V82IG4IB,1.0
656,ID_V7P6KT2Y,0.0
657,ID_V7L4JZHM,0.0
658,ID_V7FQOR2U,0.0
659,ID_V7BI15UV,0.0
660,ID_V78XBOHK,0.0
661,ID_V6Z5XUFR,0.0
662,ID_V6TMNW0O,0.0
663,ID_V6NN7Q9H,0.0
664,ID_V6JNW816,0.0
665,ID_V5J093Y9,0.0
666,ID_V5FHIFQC,0.0
667,ID_V5EKHIAA,0.0
668,ID_V56N4FNY,1.0
669,ID_V53XIQVN,0.0
670,ID_V4VOWERD,0.0
671,ID_V4H54JR5,0.0
672,ID_V4GCKWS0,1.0
673,ID_V3WCE4QW,0.0
674,ID_V3SF8PP7,1.0
675,ID_V3JG8CM5,0.0
676,ID_V3A8P6PX,1.0
677,ID_V37UTRA0,0.0
678,ID_V2ROF5SY,1.0
679,ID_V2GS7TDW,0.0
680,ID_V29I509I,0.0
681,ID_V1D95B18,0.0
682,ID_V0WSPWCY,0.0
683,ID_V0WKYQYZ,1.0
684,ID_V0NH4I5W,0.0
685,ID_V0L3WEB2,0.0
686,ID_V070FEKS,0.0
687,ID_V05YSS6P,0.0
688,ID_V04X3ILF,0.0
689,ID_UZYH71RG,0.0
690,ID_UZTW113S,0.0
691,ID_UZH2IAM0,0.0
692,ID_UZ3EZH8P,0.0
693,ID_UZ2DRLHA,0.0
694,ID_UYJW4283,0.0
695,ID_UYISRP7W,1.0
696,ID_UXZ1SC1T,0.0
697,ID_UXQ8B16G,1.0
698,ID_UXKP27SX,0.0
699,ID_UX69ATG8,0.0
700,ID_UX1WEWDP,0.0
701,ID_UWELNZ41,0.0
702,ID_UWDQ8OUV,0.0
703,ID_UVVXLD8M,0.0
704,ID_UVUQ4UVL,0.0
705,ID_UVCRTEZK,0.0
706,ID_UVBUI2TV,0.0
707,ID_UV73KEGO,0.0
708,ID_UV1NFNTE,0.0
709,ID_UUXE4139,0.0
710,ID_UUM79XYL,0.0
711,ID_UU6BH14Y,0.0
712,ID_UU4SG52E,0.0
713,ID_UTQ10SGB,0.0
714,ID_UTKH8PGB,0.0
715,ID_UTHZV72C,0.0
716,ID_UTHDEDLV,0.0
717,ID_USIE6RVN,1.0
718,ID_USB2G3VN,0.0
719,ID_US7KXOG6,0.0
720,ID_URXM14K6,0.0
721,ID_URW75PVV,0.0
722,ID_URT56CQ9,1.0
723,ID_URQ77K9R,0.0
724,ID_URPJH9GH,0.0
725,ID_URONVANH,0.0
726,ID_UR6EI8XL,0.0
727,ID_UQVHPC5T,0.0
728,ID_UQMHEQIX,1.0
729,ID_UQ6IADAP,0.0
730,ID_UQ2TVZ97,0.0
731,ID_UQ2MXCIL,0.0
732,ID_UPTX5V58,0.0
733,ID_UPT0E8VV,0.0
734,ID_UPE9M7OH,0.0
735,ID_UP3BX2AX,0.0
736,ID_UOZ9Z6YH,0.0
737,ID_UOPGZ8IP,0.0
738,ID_UO93W587,0.0
739,ID_UO45PPIK,1.0
740,ID_UNZUJUQP,0.0
741,ID_UNX7WO32,0.0
742,ID_UNW8HFXQ,0.0
743,ID_UNF0DAPS,0.0
744,ID_UN59PJG5,0.0
745,ID_UMFKH4OW,0.0
746,ID_UM89AU1A,0.0
747,ID_UM819Q34,1.0
748,ID_ULOB92M6,0.0
749,ID_ULO0ITWD,1.0
750,ID_ULLV7UDX,1.0
751,ID_ULF9C75U,0.0
752,ID_UL7A36RS,0.0
753,ID_UL473TC0,0.0
754,ID_UKP2HERS,0.0
755,ID_UKMSJ71B,0.0
756,ID_UK8JTERJ,0.0
757,ID_UK7P6U4M,1.0
758,ID_UJQKIVAZ,1.0
759,ID_UJ95UBE4,0.0
760,ID_UJ8REVYE,0.0
761,ID_UILO59FU,0.0
762,ID_UIE1P9CD,0.0
763,ID_UI9YMYK0,0.0
764,ID_UH5X2ZSB,1.0
765,ID_UH5AKN45,1.0
766,ID_UGSSHS8M,1.0
767,ID_UGC3J8EX,0.0
768,ID_UG3LWA6R,0.0
769,ID_UFTPRAEW,0.0
770,ID_UF9QW4KG,0.0
771,ID_UF6SHKJX,0.0
772,ID_UF4XIDBO,0.0
773,ID_UEY7TOFB,0.0
774,ID_UENP8ATD,1.0
775,ID_UEJ9II9D,0.0
776,ID_UE1CXHNT,0.0
777,ID_UDYKK7RR,0.0
778,ID_UDWO00GN,1.0
